dataset,scenario,is_alternative,replicate,method,reject,score,runtime_sec,pvalue,posterior_null_prob,log_bf10,posterior_mean_p
synthetic_ou,H0_true,0,0,rkbt,0,-0.3898564345285551,95.41680052690208,nan,0.5962481383545977,-0.3898564345285551,2.525125
synthetic_ou,H0_true,0,0,point_bonferroni_t,0,0.0,0.02574759628623724,1.0,nan,nan,nan
synthetic_ou,H0_true,0,0,global_l2,0,0.6450709858028394,0.13269447069615126,0.35492901419716055,nan,nan,nan
synthetic_ou,H0_true,0,0,global_l2_fpca,0,0.9164167166566687,22.914744518697262,0.08358328334333133,nan,nan,nan
synthetic_ou,H0_true,0,0,global_f,0,0.6500699860027994,0.3726017056033015,0.3499300139972006,nan,nan,nan
synthetic_ou,H0_true,0,0,bayes_fpca,0,0.5730552988532329,0.0020999787375330925,nan,0.3605321298984493,0.5730552988532329,nan
synthetic_ou,H1_true,1,0,rkbt,1,7.51615630892161,88.55291923042387,nan,0.0005439243511015519,7.51615630892161,3.420625
synthetic_ou,H1_true,1,0,point_bonferroni_t,1,0.9995909830533348,0.0015338556841015816,0.0004090169466651736,nan,nan,nan
synthetic_ou,H1_true,1,0,global_l2,1,0.999000199960008,0.06312968023121357,0.0009998000399920016,nan,nan,nan
synthetic_ou,H1_true,1,0,global_l2_fpca,1,0.9994001199760048,15.59965645428747,0.0005998800239952009,nan,nan,nan
synthetic_ou,H1_true,1,0,global_f,1,0.9994001199760048,0.20828885398805141,0.0005998800239952009,nan,nan,nan
synthetic_ou,H1_true,1,0,bayes_fpca,1,9.2800790183744,0.0012874836102128029,nan,9.325505630686237e-05,9.2800790183744,nan
synthetic_ou,H0_true,0,1,rkbt,0,-0.5423630578876784,81.52600084152073,nan,0.6323619538015045,-0.5423630578876784,2.5351875
synthetic_ou,H0_true,0,1,point_bonferroni_t,0,0.0,0.0013143112882971764,1.0,nan,nan,nan
synthetic_ou,H0_true,0,1,global_l2,0,0.609878024395121,0.059946502558887005,0.39012197560487905,nan,nan,nan
synthetic_ou,H0_true,0,1,global_l2_fpca,1,0.9724055188962207,14.999829052947462,0.027594481103779243,nan,nan,nan
synthetic_ou,H0_true,0,1,global_f,0,0.6090781843631274,0.19137527514249086,0.3909218156368726,nan,nan,nan
synthetic_ou,H0_true,0,1,bayes_fpca,1,1.7736759447346726,0.0012491410598158836,nan,0.14508578471016842,1.7736759447346726,nan
synthetic_ou,H1_true,1,1,rkbt,1,1.7071326340055208,85.27678209077567,nan,0.15353599628168832,1.7071326340055208,2.89365625
synthetic_ou,H1_true,1,1,point_bonferroni_t,0,0.8906010696587516,0.0012809578329324722,0.1093989303412484,nan,nan,nan
synthetic_ou,H1_true,1,1,global_l2,0,0.9356128774245152,0.05971689708530903,0.0643871225754849,nan,nan,nan
synthetic_ou,H1_true,1,1,global_l2_fpca,1,0.9724055188962207,15.054383887909353,0.027594481103779243,nan,nan,nan
synthetic_ou,H1_true,1,1,global_f,0,0.9246150769846031,0.19577496498823166,0.07538492301539693,nan,nan,nan
synthetic_ou,H1_true,1,1,bayes_fpca,1,1.4546822967091586,0.001259329728782177,nan,0.18928200177108712,1.4546822967091586,nan
