dataset,scenario,is_alternative,replicate,method,reject,score,runtime_sec,pvalue,posterior_null_prob,log_bf10,posterior_mean_p
synthetic_brownian,H0_true,0,0,rkbt,0,-0.49199753758635417,111.56211690045893,nan,0.6205768881243565,-0.49199753758635417,2.502
synthetic_brownian,H0_true,0,0,point_bonferroni_t,0,0.0,0.0254051610827446,1.0,nan,nan,nan
synthetic_brownian,H0_true,0,0,global_l2,0,0.27074585082983404,0.12094064522534609,0.729254149170166,nan,nan,nan
synthetic_brownian,H0_true,0,0,global_l2_fpca,0,0.724255148970206,23.34454342816025,0.275744851029794,nan,nan,nan
synthetic_brownian,H0_true,0,0,global_f,0,0.2767446510697861,0.369648159481585,0.7232553489302139,nan,nan,nan
synthetic_brownian,H0_true,0,0,bayes_fpca,1,0.10014177842258354,0.00257238931953907,nan,0.47498545650472423,0.10014177842258354,nan
synthetic_brownian,H1_true,1,0,rkbt,1,12.575114128395711,113.01117616519332,nan,3.4569716929948126e-06,12.575114128395711,4.17740625
synthetic_brownian,H1_true,1,0,point_bonferroni_t,1,0.9980860697695735,0.0017795711755752563,0.0019139302304265683,nan,nan,nan
synthetic_brownian,H1_true,1,0,global_l2,1,0.9994001199760048,0.09248446580022573,0.0005998800239952009,nan,nan,nan
synthetic_brownian,H1_true,1,0,global_l2_fpca,1,0.9998000399920016,21.84711391478777,0.0001999600079984003,nan,nan,nan
synthetic_brownian,H1_true,1,0,global_f,1,0.999000199960008,0.34943750221282244,0.0009998000399920016,nan,nan,nan
synthetic_brownian,H1_true,1,0,bayes_fpca,1,25.899421578514087,0.0016874819993972778,nan,1.000000082740371e-10,25.899421578514087,nan
synthetic_brownian,H0_true,0,1,rkbt,0,-0.7642447404920555,87.35081108380109,nan,0.6822746026246252,-0.7642447404920555,2.50465625
synthetic_brownian,H0_true,0,1,point_bonferroni_t,0,0.0,0.0013405727222561836,1.0,nan,nan,nan
synthetic_brownian,H0_true,0,1,global_l2,0,0.27994401119776047,0.06093351077288389,0.7200559888022395,nan,nan,nan
synthetic_brownian,H0_true,0,1,global_l2_fpca,0,0.21495700859828037,17.50818499363959,0.7850429914017196,nan,nan,nan
synthetic_brownian,H0_true,0,1,global_f,0,0.2929414117176564,0.229031671769917,0.7070585882823436,nan,nan,nan
synthetic_brownian,H0_true,0,1,bayes_fpca,0,-0.04367183299019611,0.0014510927721858025,nan,0.5109162233245583,-0.04367183299019611,nan
synthetic_brownian,H1_true,1,1,rkbt,1,6.268766967770397,106.7053028549999,nan,0.0018909806187782769,6.268766967770397,3.961125
synthetic_brownian,H1_true,1,1,point_bonferroni_t,0,0.9087042804968547,0.0016819443553686142,0.09129571950314527,nan,nan,nan
synthetic_brownian,H1_true,1,1,global_l2,1,0.9674065186962607,0.06978918612003326,0.03259348130373925,nan,nan,nan
synthetic_brownian,H1_true,1,1,global_l2_fpca,1,0.9998000399920016,17.381688503548503,0.0001999600079984003,nan,nan,nan
synthetic_brownian,H1_true,1,1,global_f,1,0.9598080383923215,0.21159628499299288,0.04019196160767846,nan,nan,nan
synthetic_brownian,H1_true,1,1,bayes_fpca,1,15.652318335187886,0.0013635605573654175,nan,1.5932519137340506e-07,15.652318335187886,nan
synthetic_brownian,H0_true,0,2,rkbt,0,-0.6237328289259795,88.33930388651788,nan,0.6510670454633487,-0.6237328289259795,2.46503125
synthetic_brownian,H0_true,0,2,point_bonferroni_t,0,0.0,0.001715211197733879,1.0,nan,nan,nan
synthetic_brownian,H0_true,0,2,global_l2,0,0.6588682263547291,0.07095398753881454,0.3411317736452709,nan,nan,nan
synthetic_brownian,H0_true,0,2,global_l2_fpca,0,0.6888622275544891,17.302095853723586,0.3111377724455109,nan,nan,nan
synthetic_brownian,H0_true,0,2,global_f,0,0.6524695060987802,0.22382934484630823,0.34753049390121976,nan,nan,nan
synthetic_brownian,H0_true,0,2,bayes_fpca,1,0.021198245790085835,0.0014081671833992004,nan,0.4947006369969561,0.021198245790085835,nan
synthetic_brownian,H1_true,1,2,rkbt,1,11.812914772368494,108.69483677111566,nan,7.408206538051902e-06,11.812914772368494,4.0569375
synthetic_brownian,H1_true,1,2,point_bonferroni_t,1,0.9949846590310365,0.0013324171304702759,0.0050153409689635015,nan,nan,nan
synthetic_brownian,H1_true,1,2,global_l2,1,0.9996000799840032,0.060894411988556385,0.0003999200159968006,nan,nan,nan
synthetic_brownian,H1_true,1,2,global_l2_fpca,1,0.9998000399920016,17.13846210669726,0.0001999600079984003,nan,nan,nan
synthetic_brownian,H1_true,1,2,global_f,1,0.9978004399120176,0.24646725226193666,0.0021995600879824036,nan,nan,nan
synthetic_brownian,H1_true,1,2,bayes_fpca,1,26.617245493991376,0.0014368072152137756,nan,1.000000082740371e-10,26.617245493991376,nan
synthetic_brownian,H0_true,0,3,rkbt,0,-0.5703942390746485,96.28740506060421,nan,0.6388541387804487,-0.5703942390746485,2.49390625
synthetic_brownian,H0_true,0,3,point_bonferroni_t,0,0.0,0.0014046048745512962,1.0,nan,nan,nan
synthetic_brownian,H0_true,0,3,global_l2,0,0.14737052589482103,0.07052138075232506,0.852629474105179,nan,nan,nan
synthetic_brownian,H0_true,0,3,global_l2_fpca,0,0.4219156168766247,17.053826371207833,0.5780843831233753,nan,nan,nan
synthetic_brownian,H0_true,0,3,global_f,0,0.1371725654869026,0.2099697357043624,0.8628274345130974,nan,nan,nan
synthetic_brownian,H0_true,0,3,bayes_fpca,0,-0.040636216509628745,0.001337563619017601,nan,0.510157656385938,-0.040636216509628745,nan
synthetic_brownian,H1_true,1,3,rkbt,1,1.631425020544391,117.94430289976299,nan,0.16363524120108405,1.631425020544391,2.83028125
synthetic_brownian,H1_true,1,3,point_bonferroni_t,1,0.9640928656994018,0.0017812587320804596,0.03590713430059821,nan,nan,nan
synthetic_brownian,H1_true,1,3,global_l2,0,0.8524295140971806,0.11146806087344885,0.14757048590281943,nan,nan,nan
synthetic_brownian,H1_true,1,3,global_l2_fpca,1,0.998000399920016,23.762086737900972,0.001999600079984003,nan,nan,nan
synthetic_brownian,H1_true,1,3,global_f,0,0.8548290341931614,0.4437669813632965,0.14517096580683864,nan,nan,nan
synthetic_brownian,H1_true,1,3,bayes_fpca,1,5.453899900182693,0.0018091052770614624,nan,0.004261345382917003,5.453899900182693,nan
synthetic_brownian,H0_true,0,4,rkbt,0,-0.49578691375082334,112.28621886949986,nan,0.6214687306765061,-0.49578691375082334,2.49784375
synthetic_brownian,H0_true,0,4,point_bonferroni_t,0,0.0,0.002022041007876396,1.0,nan,nan,nan
synthetic_brownian,H0_true,0,4,global_l2,0,0.4123175364927014,0.11816945672035217,0.5876824635072986,nan,nan,nan
synthetic_brownian,H0_true,0,4,global_l2_fpca,0,0.3865226954609078,23.11391983181238,0.6134773045390922,nan,nan,nan
synthetic_brownian,H0_true,0,4,global_f,0,0.4157168566286743,0.4314920734614134,0.5842831433713257,nan,nan,nan
synthetic_brownian,H0_true,0,4,bayes_fpca,0,-0.03392017433803496,0.0020218752324581146,nan,0.5084792305985895,-0.03392017433803496,nan
synthetic_brownian,H1_true,1,4,rkbt,1,3.8785974471111437,120.57844767533243,nan,0.020260819492476243,3.8785974471111437,3.45646875
synthetic_brownian,H1_true,1,4,point_bonferroni_t,1,0.9998451506857913,0.0018728720024228096,0.00015484931420877787,nan,nan,nan
